------------ Options -------------
ap_iou_threshold: 0.25
batch_size: 8
bn_decay_rate: 0.5
bn_decay_step: 20
cluster_sampling: vote_fps
conf_thresh: 0.05
consistency_ramp_len: 30
consistency_weight: 10.0
dataset: scannet
distillation_ramp_len: 30
distillation_weight: 1.0
ema_decay: 0.999
faster_eval: False
ft_layers: all
log_dir: /home/peisheng/SDCoT/log_scannet/log_basetrain_20240920-14:39
lr: 0.001
lr_decay_rate: 0.1
lr_decay_steps: [80, 120]
method: basetrain
model_checkpoint_path: None
model_name: None
n_epochs: 150
n_novel_class: 5
nms_iou: 0.25
no_height: False
num_input_channel: 1
num_point: 40000
num_target: 128
pc_augm: True
per_class_proposal: False
phase: train
pseudo_cls_conf_thresh: 0.9
pseudo_obj_conf_thresh: 0.95
use_3d_nms: False
use_cls_nms: False
use_color: False
use_old_type_nms: False
vote_factor: 1
-------------- End ----------------


**** EPOCH 000 ****
Current BN decay momentum: 0.500000
2024-09-20 14:39:33.459320
 ---- batch: 020 ----
train mean box_loss: 1.973197
train mean center_loss: 1.267975
train mean detection_loss: 3.928755
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.116378
train mean neg_ratio: 0.868262
train mean obj_acc: 0.744894
train mean objectness_loss: 0.371383
train mean pos_ratio: 0.019287
train mean sem_cls_loss: 8.849332
train mean size_reg_loss: 0.588844
train mean supervised_loss: 53.832920
train mean vote_loss: 1.454537
 ---- batch: 040 ----
train mean box_loss: 1.137106
train mean center_loss: 0.695818
train mean detection_loss: 2.879203
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.045966
train mean neg_ratio: 0.891748
train mean obj_acc: 0.982660
train mean objectness_loss: 0.170646
train mean pos_ratio: 0.015723
train mean sem_cls_loss: 8.283870
train mean size_reg_loss: 0.395322
train mean supervised_loss: 44.716641
train mean vote_loss: 1.592461
 ---- batch: 060 ----
train mean box_loss: 1.095749
train mean center_loss: 0.585055
train mean detection_loss: 2.725789
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.025231
train mean neg_ratio: 0.880762
train mean obj_acc: 0.980217
train mean objectness_loss: 0.158711
train mean pos_ratio: 0.017773
train mean sem_cls_loss: 7.753422
train mean size_reg_loss: 0.485463
train mean supervised_loss: 41.760851
train mean vote_loss: 1.450297
 ---- batch: 080 ----
train mean box_loss: 0.918805
train mean center_loss: 0.447126
train mean detection_loss: 2.524838
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.014679
train mean neg_ratio: 0.837988
train mean obj_acc: 0.967911
train mean objectness_loss: 0.205923
train mean pos_ratio: 0.027539
train mean sem_cls_loss: 7.515361
train mean size_reg_loss: 0.457000
train mean supervised_loss: 37.263314
train mean vote_loss: 1.201493
 ---- batch: 100 ----
train mean box_loss: 0.892901
train mean center_loss: 0.373699
train mean detection_loss: 2.444570
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.008156
train mean neg_ratio: 0.798779
train mean obj_acc: 0.960497
train mean objectness_loss: 0.231852
train mean pos_ratio: 0.032764
train mean sem_cls_loss: 7.178715
train mean size_reg_loss: 0.511047
train mean supervised_loss: 34.762454
train mean vote_loss: 1.031675
 ---- batch: 120 ----
train mean box_loss: 0.717256
train mean center_loss: 0.312676
train mean detection_loss: 2.147329
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.006390
train mean neg_ratio: 0.771875
train mean obj_acc: 0.950344
train mean objectness_loss: 0.245743
train mean pos_ratio: 0.040234
train mean sem_cls_loss: 6.536011
train mean size_reg_loss: 0.398190
train mean supervised_loss: 30.825531
train mean vote_loss: 0.935224
 ---- batch: 140 ----
train mean box_loss: 0.685798
train mean center_loss: 0.315028
train mean detection_loss: 2.103750
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.006059
train mean neg_ratio: 0.753760
train mean obj_acc: 0.941337
train mean objectness_loss: 0.264498
train mean pos_ratio: 0.044385
train mean sem_cls_loss: 6.428514
