img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
0,scene0011_00,cabinet,0,218.0
0,scene0011_00,cabinet,16,196.0
0,scene0011_00,cabinet,22,
0,scene0011_00,table,1,938.0
0,scene0011_00,table,14,911.0
0,scene0011_00,chair,2,244.0
0,scene0011_00,chair,3,242.0
0,scene0011_00,chair,4,245.0
0,scene0011_00,chair,5,256.0
0,scene0011_00,chair,6,249.0
0,scene0011_00,chair,7,282.0
0,scene0011_00,chair,8,293.0
0,scene0011_00,chair,9,266.0
0,scene0011_00,chair,10,
0,scene0011_00,chair,11,261.0
0,scene0011_00,chair,12,238.0
0,scene0011_00,otherfurniture,13,587.0
0,scene0011_00,otherfurniture,25,583.0
0,scene0011_00,refrigerator,15,680.0
0,scene0011_00,refrigerator,21,
0,scene0011_00,window,17,1032.0
0,scene0011_00,window,18,1015.0
0,scene0011_00,counter,19,317.0
0,scene0011_00,sink,20,806.0
0,scene0011_00,door,23,482.0
0,scene0011_00,door,24,482.0
1,scene0011_01,refrigerator,0,624.0
1,scene0011_01,refrigerator,20,622.0
1,scene0011_01,chair,1,243.0
1,scene0011_01,chair,2,221.0
1,scene0011_01,chair,3,268.0
1,scene0011_01,chair,4,226.0
1,scene0011_01,chair,5,248.0
1,scene0011_01,chair,6,235.0
1,scene0011_01,chair,7,229.0
1,scene0011_01,chair,8,217.0
1,scene0011_01,chair,9,251.0
1,scene0011_01,chair,10,265.0
1,scene0011_01,counter,11,314.0
1,scene0011_01,window,12,947.0
1,scene0011_01,table,13,833.0
1,scene0011_01,otherfurniture,14,495.0
1,scene0011_01,otherfurniture,16,492.0
1,scene0011_01,otherfurniture,17,537.0
1,scene0011_01,cabinet,15,209.0
1,scene0011_01,cabinet,18,
1,scene0011_01,cabinet,21,205.0
1,scene0011_01,sink,19,
1,scene0011_01,door,22,478.0
2,scene0015_00,chair,0,291.0
2,scene0015_00,chair,1,276.0
2,scene0015_00,chair,4,294.0
2,scene0015_00,chair,5,
2,scene0015_00,chair,6,305.0
2,scene0015_00,chair,7,277.0
2,scene0015_00,chair,8,282.0
2,scene0015_00,chair,9,268.0
2,scene0015_00,chair,10,314.0
2,scene0015_00,chair,11,297.0
2,scene0015_00,chair,12,281.0
2,scene0015_00,chair,13,311.0
2,scene0015_00,chair,14,325.0
2,scene0015_00,chair,15,287.0
2,scene0015_00,chair,16,296.0
2,scene0015_00,chair,17,284.0
2,scene0015_00,chair,18,309.0
2,scene0015_00,chair,19,285.0
2,scene0015_00,chair,20,312.0
2,scene0015_00,chair,28,332.0
2,scene0015_00,chair,29,316.0
2,scene0015_00,chair,30,318.0
2,scene0015_00,window,2,1160.0
2,scene0015_00,window,3,
2,scene0015_00,table,21,1045.0
2,scene0015_00,table,22,1041.0
2,scene0015_00,table,23,1017.0
2,scene0015_00,table,24,1052.0
2,scene0015_00,table,25,1056.0
2,scene0015_00,table,26,1063.0
2,scene0015_00,table,27,1044.0
3,scene0019_00,chair,0,229.0
3,scene0019_00,chair,1,
3,scene0019_00,chair,5,220.0
3,scene0019_00,chair,6,220.0
3,scene0019_00,chair,7,
3,scene0019_00,chair,8,
3,scene0019_00,chair,9,
3,scene0019_00,chair,11,210.0
3,scene0019_00,chair,12,
3,scene0019_00,chair,13,206.0
3,scene0019_00,sofa,2,670.0
3,scene0019_00,otherfurniture,3,430.0
3,scene0019_00,door,4,422.0
3,scene0019_00,door,10,397.0
4,scene0019_01,chair,0,188.0
4,scene0019_01,chair,1,176.0
4,scene0019_01,chair,2,175.0
4,scene0019_01,chair,3,176.0
4,scene0019_01,chair,4,
4,scene0019_01,chair,5,209.0
4,scene0019_01,chair,6,
4,scene0019_01,chair,7,202.0
4,scene0019_01,chair,12,
4,scene0019_01,chair,13,214.0
4,scene0019_01,sofa,8,
4,scene0019_01,door,9,361.0
4,scene0019_01,door,10,346.0
4,scene0019_01,otherfurniture,11,393.0
5,scene0025_00,sofa,0,681.0
5,scene0025_00,sofa,1,690.0
5,scene0025_00,door,2,400.0
5,scene0025_00,desk,3,349.0
5,scene0025_00,desk,4,369.0
5,scene0025_00,chair,5,215.0
5,scene0025_00,chair,6,229.0
5,scene0025_00,cabinet,7,147.0
5,scene0025_00,cabinet,8,
5,scene0025_00,cabinet,9,154.0
5,scene0025_00,cabinet,15,146.0
5,scene0025_00,otherfurniture,10,456.0
5,scene0025_00,otherfurniture,11,443.0
5,scene0025_00,otherfurniture,12,466.0
5,scene0025_00,window,13,
5,scene0025_00,window,14,817.0
6,scene0025_01,sofa,0,749.0
6,scene0025_01,sofa,1,793.0
6,scene0025_01,cabinet,2,172.0
6,scene0025_01,cabinet,4,163.0
6,scene0025_01,cabinet,13,168.0
6,scene0025_01,cabinet,14,179.0
6,scene0025_01,table,3,821.0
6,scene0025_01,chair,5,220.0
6,scene0025_01,chair,6,235.0
6,scene0025_01,door,7,456.0
6,scene0025_01,door,11,456.0
6,scene0025_01,desk,8,410.0
6,scene0025_01,window,9,902.0
6,scene0025_01,window,10,930.0
6,scene0025_01,window,12,904.0
7,scene0025_02,sofa,0,730.0
7,scene0025_02,sofa,7,738.0
7,scene0025_02,door,1,415.0
7,scene0025_02,desk,2,406.0
7,scene0025_02,desk,3,394.0
7,scene0025_02,cabinet,4,181.0
7,scene0025_02,cabinet,6,175.0
7,scene0025_02,cabinet,8,163.0
7,scene0025_02,cabinet,9,
7,scene0025_02,chair,5,209.0
7,scene0025_02,chair,12,242.0
7,scene0025_02,window,10,
7,scene0025_02,window,11,900.0
8,scene0030_00,chair,0,252.0
8,scene0030_00,chair,1,296.0
8,scene0030_00,chair,2,285.0
8,scene0030_00,chair,3,289.0
8,scene0030_00,chair,4,291.0
8,scene0030_00,chair,5,269.0
8,scene0030_00,chair,6,294.0
8,scene0030_00,chair,7,279.0
8,scene0030_00,chair,8,
8,scene0030_00,chair,9,263.0
8,scene0030_00,chair,10,250.0
8,scene0030_00,chair,11,253.0
8,scene0030_00,chair,12,261.0
8,scene0030_00,chair,13,273.0
8,scene0030_00,chair,14,272.0
8,scene0030_00,chair,15,
8,scene0030_00,chair,27,276.0
8,scene0030_00,bookshelf,16,155.0
8,scene0030_00,bookshelf,17,182.0
8,scene0030_00,bookshelf,18,
8,scene0030_00,bookshelf,19,138.0
8,scene0030_00,bookshelf,31,
8,scene0030_00,window,20,
8,scene0030_00,window,21,
8,scene0030_00,window,30,
8,scene0030_00,table,22,969.0
8,scene0030_00,table,23,
8,scene0030_00,table,24,917.0
8,scene0030_00,table,25,935.0
8,scene0030_00,table,26,
8,scene0030_00,door,28,502.0
8,scene0030_00,door,32,502.0
8,scene0030_00,otherfurniture,29,589.0
9,scene0030_01,bookshelf,0,179.0
9,scene0030_01,bookshelf,1,141.0
9,scene0030_01,bookshelf,2,
9,scene0030_01,bookshelf,18,
9,scene0030_01,bookshelf,19,179.0
9,scene0030_01,chair,3,278.0
9,scene0030_01,chair,4,267.0
9,scene0030_01,chair,5,254.0
9,scene0030_01,chair,6,285.0
9,scene0030_01,chair,7,264.0
9,scene0030_01,chair,13,259.0
9,scene0030_01,chair,14,253.0
9,scene0030_01,chair,15,279.0
9,scene0030_01,chair,23,266.0
9,scene0030_01,chair,24,291.0
9,scene0030_01,chair,25,282.0
9,scene0030_01,chair,26,
9,scene0030_01,chair,27,308.0
9,scene0030_01,chair,28,
9,scene0030_01,chair,30,
9,scene0030_01,chair,31,271.0
9,scene0030_01,door,8,500.0
9,scene0030_01,door,17,
9,scene0030_01,table,9,942.0
9,scene0030_01,table,10,
9,scene0030_01,table,11,
9,scene0030_01,table,12,989.0
9,scene0030_01,table,29,
9,scene0030_01,otherfurniture,16,566.0
9,scene0030_01,window,20,
9,scene0030_01,window,21,
9,scene0030_01,window,22,1063.0
10,scene0030_02,table,0,1013.0
10,scene0030_02,table,1,
10,scene0030_02,table,13,
10,scene0030_02,table,14,
10,scene0030_02,table,33,1026.0
10,scene0030_02,table,34,1044.0
10,scene0030_02,otherfurniture,2,642.0
10,scene0030_02,bookshelf,3,147.0
10,scene0030_02,bookshelf,6,
10,scene0030_02,bookshelf,7,
10,scene0030_02,bookshelf,8,
10,scene0030_02,bookshelf,12,
10,scene0030_02,bookshelf,32,
10,scene0030_02,door,4,537.0
10,scene0030_02,door,5,537.0
10,scene0030_02,window,9,
10,scene0030_02,window,10,
10,scene0030_02,window,11,1127.0
10,scene0030_02,chair,15,319.0
10,scene0030_02,chair,16,303.0
10,scene0030_02,chair,17,285.0
10,scene0030_02,chair,18,320.0
10,scene0030_02,chair,19,288.0
10,scene0030_02,chair,20,328.0
10,scene0030_02,chair,21,
10,scene0030_02,chair,22,304.0
10,scene0030_02,chair,23,316.0
10,scene0030_02,chair,24,311.0
10,scene0030_02,chair,25,271.0
10,scene0030_02,chair,26,295.0
10,scene0030_02,chair,27,302.0
10,scene0030_02,chair,28,294.0
10,scene0030_02,chair,29,280.0
10,scene0030_02,chair,30,329.0
10,scene0030_02,chair,31,315.0
11,scene0046_00,picture,0,
11,scene0046_00,chair,1,192.0
11,scene0046_00,bathtub,2,3.0
11,scene0046_00,bed,3,69.0
11,scene0046_00,otherfurniture,4,428.0
11,scene0046_00,otherfurniture,6,
11,scene0046_00,desk,5,375.0
11,scene0046_00,table,7,747.0
11,scene0046_00,door,8,404.0
11,scene0046_00,door,9,
11,scene0046_00,door,10,401.0
11,scene0046_00,toilet,11,760.0
11,scene0046_00,sink,12,622.0
11,scene0046_00,showercurtain,13,596.0
11,scene0046_00,curtain,14,308.0
12,scene0046_01,curtain,0,312.0
12,scene0046_01,showercurtain,1,667.0
12,scene0046_01,table,2,799.0
12,scene0046_01,toilet,3,835.0
12,scene0046_01,otherfurniture,4,474.0
12,scene0046_01,otherfurniture,10,490.0
12,scene0046_01,otherfurniture,13,
12,scene0046_01,bed,5,86.0
12,scene0046_01,chair,6,222.0
12,scene0046_01,bathtub,7,36.0
12,scene0046_01,sink,8,702.0
12,scene0046_01,door,9,455.0
12,scene0046_01,door,11,463.0
12,scene0046_01,door,12,440.0
13,scene0046_02,otherfurniture,0,
13,scene0046_02,otherfurniture,9,475.0
13,scene0046_02,desk,1,369.0
13,scene0046_02,curtain,2,295.0
13,scene0046_02,curtain,3,328.0
13,scene0046_02,sink,4,
13,scene0046_02,cabinet,5,171.0
13,scene0046_02,bed,6,48.0
13,scene0046_02,bathtub,7,34.0
13,scene0046_02,chair,8,208.0
13,scene0046_02,toilet,10,800.0
13,scene0046_02,door,11,394.0
13,scene0046_02,door,12,420.0
13,scene0046_02,door,13,
14,scene0050_00,otherfurniture,0,
14,scene0050_00,otherfurniture,1,487.0
14,scene0050_00,otherfurniture,8,441.0
14,scene0050_00,otherfurniture,9,470.0
14,scene0050_00,otherfurniture,11,
14,scene0050_00,chair,2,241.0
14,scene0050_00,chair,3,230.0
14,scene0050_00,desk,4,348.0
14,scene0050_00,door,5,412.0
14,scene0050_00,door,6,
14,scene0050_00,door,7,
14,scene0050_00,door,12,434.0
14,scene0050_00,door,13,422.0
14,scene0050_00,door,14,
14,scene0050_00,sofa,10,722.0
15,scene0050_01,sofa,0,835.0
15,scene0050_01,otherfurniture,1,533.0
15,scene0050_01,otherfurniture,7,550.0
15,scene0050_01,otherfurniture,8,549.0
15,scene0050_01,door,2,449.0
15,scene0050_01,door,4,448.0
15,scene0050_01,door,5,451.0
15,scene0050_01,door,10,496.0
15,scene0050_01,door,11,496.0
15,scene0050_01,door,12,451.0
15,scene0050_01,chair,3,266.0
15,scene0050_01,chair,9,231.0
15,scene0050_01,desk,6,397.0
16,scene0050_02,chair,0,251.0
16,scene0050_02,chair,1,286.0
16,scene0050_02,desk,2,457.0
16,scene0050_02,otherfurniture,3,528.0
16,scene0050_02,otherfurniture,10,
16,scene0050_02,otherfurniture,12,536.0
16,scene0050_02,otherfurniture,13,
