img_id,scan_name,classname,gt_bbox_index,pred_bbox_index,spatial_zone
0,scene0011_00,cabinet,0,,3
0,scene0011_00,cabinet,16,202.0,3
0,scene0011_00,cabinet,22,,4
0,scene0011_00,table,1,837.0,3
0,scene0011_00,table,14,829.0,3
0,scene0011_00,chair,2,217.0,4
0,scene0011_00,chair,3,232.0,3
0,scene0011_00,chair,4,239.0,3
0,scene0011_00,chair,5,226.0,3
0,scene0011_00,chair,6,234.0,3
0,scene0011_00,chair,7,227.0,3
0,scene0011_00,chair,8,245.0,3
0,scene0011_00,chair,9,236.0,3
0,scene0011_00,chair,10,244.0,3
0,scene0011_00,chair,11,218.0,3
0,scene0011_00,chair,12,242.0,3
0,scene0011_00,otherfurniture,13,532.0,3
0,scene0011_00,otherfurniture,25,,4
0,scene0011_00,refrigerator,15,600.0,3
0,scene0011_00,refrigerator,21,,4
0,scene0011_00,window,17,940.0,4
0,scene0011_00,window,18,939.0,4
0,scene0011_00,counter,19,314.0,3
0,scene0011_00,sink,20,719.0,3
0,scene0011_00,door,23,444.0,4
0,scene0011_00,door,24,444.0,4
1,scene0011_01,refrigerator,0,600.0,3
1,scene0011_01,refrigerator,20,636.0,4
1,scene0011_01,chair,1,240.0,2
1,scene0011_01,chair,2,257.0,2
1,scene0011_01,chair,3,237.0,3
1,scene0011_01,chair,4,265.0,2
1,scene0011_01,chair,5,245.0,3
1,scene0011_01,chair,6,246.0,3
1,scene0011_01,chair,7,220.0,3
1,scene0011_01,chair,8,255.0,2
1,scene0011_01,chair,9,260.0,2
1,scene0011_01,chair,10,261.0,2
1,scene0011_01,counter,11,284.0,2
1,scene0011_01,window,12,938.0,2
1,scene0011_01,table,13,863.0,3
1,scene0011_01,otherfurniture,14,,4
1,scene0011_01,otherfurniture,16,497.0,3
1,scene0011_01,otherfurniture,17,505.0,3
1,scene0011_01,cabinet,15,194.0,3
1,scene0011_01,cabinet,18,,3
1,scene0011_01,cabinet,21,,4
1,scene0011_01,sink,19,,2
1,scene0011_01,door,22,468.0,4
2,scene0015_00,chair,0,394.0,2
2,scene0015_00,chair,1,364.0,3
2,scene0015_00,chair,4,329.0,3
2,scene0015_00,chair,5,,3
2,scene0015_00,chair,6,323.0,2
2,scene0015_00,chair,7,355.0,3
2,scene0015_00,chair,8,369.0,3
2,scene0015_00,chair,9,316.0,3
2,scene0015_00,chair,10,373.0,3
2,scene0015_00,chair,11,361.0,3
2,scene0015_00,chair,12,335.0,3
2,scene0015_00,chair,13,382.0,2
2,scene0015_00,chair,14,362.0,3
2,scene0015_00,chair,15,345.0,3
2,scene0015_00,chair,16,379.0,2
2,scene0015_00,chair,17,326.0,4
2,scene0015_00,chair,18,353.0,3
2,scene0015_00,chair,19,,4
2,scene0015_00,chair,20,330.0,2
2,scene0015_00,chair,28,354.0,3
2,scene0015_00,chair,29,356.0,2
2,scene0015_00,chair,30,328.0,3
2,scene0015_00,window,2,,4
2,scene0015_00,window,3,,4
2,scene0015_00,table,21,1262.0,3
2,scene0015_00,table,22,1243.0,3
2,scene0015_00,table,23,1241.0,3
2,scene0015_00,table,24,1245.0,2
2,scene0015_00,table,25,1261.0,4
2,scene0015_00,table,26,1260.0,4
2,scene0015_00,table,27,1228.0,3
3,scene0019_00,chair,0,229.0,4
3,scene0019_00,chair,1,,3
3,scene0019_00,chair,5,230.0,4
3,scene0019_00,chair,6,220.0,4
3,scene0019_00,chair,7,,4
3,scene0019_00,chair,8,,3
3,scene0019_00,chair,9,,4
3,scene0019_00,chair,11,237.0,4
3,scene0019_00,chair,12,,4
3,scene0019_00,chair,13,236.0,4
3,scene0019_00,sofa,2,777.0,4
3,scene0019_00,otherfurniture,3,483.0,3
3,scene0019_00,door,4,424.0,2
3,scene0019_00,door,10,423.0,2
4,scene0019_01,chair,0,172.0,4
4,scene0019_01,chair,1,201.0,4
4,scene0019_01,chair,2,,4
4,scene0019_01,chair,3,187.0,3
4,scene0019_01,chair,4,,3
4,scene0019_01,chair,5,,4
4,scene0019_01,chair,6,,4
4,scene0019_01,chair,7,,4
4,scene0019_01,chair,12,,4
4,scene0019_01,chair,13,204.0,4
4,scene0019_01,sofa,8,615.0,4
4,scene0019_01,door,9,353.0,2
4,scene0019_01,door,10,377.0,2
4,scene0019_01,otherfurniture,11,401.0,3
5,scene0025_00,sofa,0,643.0,3
5,scene0025_00,sofa,1,653.0,3
5,scene0025_00,door,2,370.0,4
5,scene0025_00,desk,3,346.0,3
5,scene0025_00,desk,4,331.0,3
5,scene0025_00,chair,5,195.0,3
5,scene0025_00,chair,6,182.0,3
5,scene0025_00,cabinet,7,137.0,4
5,scene0025_00,cabinet,8,135.0,4
5,scene0025_00,cabinet,9,165.0,3
5,scene0025_00,cabinet,15,174.0,4
5,scene0025_00,otherfurniture,10,,4
5,scene0025_00,otherfurniture,11,400.0,4
5,scene0025_00,otherfurniture,12,,4
5,scene0025_00,window,13,,4
5,scene0025_00,window,14,756.0,4
6,scene0025_01,sofa,0,637.0,4
6,scene0025_01,sofa,1,633.0,4
6,scene0025_01,cabinet,2,146.0,4
6,scene0025_01,cabinet,4,141.0,4
6,scene0025_01,cabinet,13,150.0,4
6,scene0025_01,cabinet,14,163.0,4
6,scene0025_01,table,3,700.0,3
6,scene0025_01,chair,5,216.0,3
6,scene0025_01,chair,6,202.0,3
6,scene0025_01,door,7,397.0,4
6,scene0025_01,door,11,397.0,4
6,scene0025_01,desk,8,344.0,3
6,scene0025_01,window,9,,4
6,scene0025_01,window,10,782.0,4
6,scene0025_01,window,12,,4
7,scene0025_02,sofa,0,720.0,4
7,scene0025_02,sofa,7,718.0,4
7,scene0025_02,door,1,429.0,4
7,scene0025_02,desk,2,396.0,3
7,scene0025_02,desk,3,392.0,3
7,scene0025_02,cabinet,4,160.0,4
7,scene0025_02,cabinet,6,166.0,4
7,scene0025_02,cabinet,8,181.0,4
7,scene0025_02,cabinet,9,173.0,4
7,scene0025_02,chair,5,248.0,3
7,scene0025_02,chair,12,236.0,3
7,scene0025_02,window,10,,4
7,scene0025_02,window,11,904.0,4
8,scene0030_00,chair,0,,3
8,scene0030_00,chair,1,288.0,3
8,scene0030_00,chair,2,304.0,3
8,scene0030_00,chair,3,320.0,4
8,scene0030_00,chair,4,306.0,3
8,scene0030_00,chair,5,297.0,3
8,scene0030_00,chair,6,283.0,4
8,scene0030_00,chair,7,315.0,3
8,scene0030_00,chair,8,289.0,3
8,scene0030_00,chair,9,302.0,3
8,scene0030_00,chair,10,272.0,2
8,scene0030_00,chair,11,318.0,4
8,scene0030_00,chair,12,290.0,3
8,scene0030_00,chair,13,271.0,3
8,scene0030_00,chair,14,,3
8,scene0030_00,chair,15,275.0,3
8,scene0030_00,chair,27,286.0,4
8,scene0030_00,bookshelf,16,137.0,4
8,scene0030_00,bookshelf,17,146.0,4
8,scene0030_00,bookshelf,18,,4
8,scene0030_00,bookshelf,19,149.0,4
8,scene0030_00,bookshelf,31,,4
8,scene0030_00,window,20,1186.0,4
8,scene0030_00,window,21,,4
8,scene0030_00,window,30,,4
8,scene0030_00,table,22,1043.0,3
8,scene0030_00,table,23,,2
8,scene0030_00,table,24,1022.0,4
8,scene0030_00,table,25,1009.0,4
8,scene0030_00,table,26,1047.0,2
8,scene0030_00,door,28,548.0,4
8,scene0030_00,door,32,548.0,4
8,scene0030_00,otherfurniture,29,,4
9,scene0030_01,bookshelf,0,,4
9,scene0030_01,bookshelf,1,,4
9,scene0030_01,bookshelf,2,172.0,4
9,scene0030_01,bookshelf,18,,4
9,scene0030_01,bookshelf,19,,4
9,scene0030_01,chair,3,272.0,3
9,scene0030_01,chair,4,260.0,3
9,scene0030_01,chair,5,250.0,3
9,scene0030_01,chair,6,255.0,4
9,scene0030_01,chair,7,253.0,3
9,scene0030_01,chair,13,267.0,4
9,scene0030_01,chair,14,291.0,4
9,scene0030_01,chair,15,,4
9,scene0030_01,chair,23,293.0,3
9,scene0030_01,chair,24,258.0,4
9,scene0030_01,chair,25,280.0,3
9,scene0030_01,chair,26,249.0,3
9,scene0030_01,chair,27,277.0,3
9,scene0030_01,chair,28,295.0,3
9,scene0030_01,chair,30,,3
9,scene0030_01,chair,31,282.0,3
9,scene0030_01,door,8,501.0,4
9,scene0030_01,door,17,,4
9,scene0030_01,table,9,932.0,4
9,scene0030_01,table,10,,3
9,scene0030_01,table,11,,2
9,scene0030_01,table,12,959.0,4
9,scene0030_01,table,29,,2
9,scene0030_01,otherfurniture,16,,4
9,scene0030_01,window,20,,4
9,scene0030_01,window,21,,4
9,scene0030_01,window,22,,4
10,scene0030_02,table,0,1061.0,3
10,scene0030_02,table,1,,2
10,scene0030_02,table,13,,4
10,scene0030_02,table,14,1055.0,4
10,scene0030_02,table,33,1058.0,3
10,scene0030_02,table,34,1036.0,4
10,scene0030_02,otherfurniture,2,,4
10,scene0030_02,bookshelf,3,173.0,4
10,scene0030_02,bookshelf,6,,4
10,scene0030_02,bookshelf,7,,4
10,scene0030_02,bookshelf,8,,4
10,scene0030_02,bookshelf,12,196.0,4
10,scene0030_02,bookshelf,32,,4
10,scene0030_02,door,4,554.0,4
10,scene0030_02,door,5,554.0,4
10,scene0030_02,window,9,,4
