img_id,scan_name,classname,gt_bbox_index,pred_bbox_index,spatial_zone
0,scene0011_00,cabinet,0,218.0,3
0,scene0011_00,cabinet,16,196.0,3
0,scene0011_00,cabinet,22,,4
0,scene0011_00,table,1,938.0,3
0,scene0011_00,table,14,911.0,3
0,scene0011_00,chair,2,244.0,4
0,scene0011_00,chair,3,242.0,3
0,scene0011_00,chair,4,245.0,3
0,scene0011_00,chair,5,256.0,3
0,scene0011_00,chair,6,249.0,3
0,scene0011_00,chair,7,282.0,3
0,scene0011_00,chair,8,293.0,3
0,scene0011_00,chair,9,266.0,3
0,scene0011_00,chair,10,,3
0,scene0011_00,chair,11,261.0,3
0,scene0011_00,chair,12,238.0,3
0,scene0011_00,otherfurniture,13,587.0,3
0,scene0011_00,otherfurniture,25,583.0,4
0,scene0011_00,refrigerator,15,680.0,3
0,scene0011_00,refrigerator,21,,4
0,scene0011_00,window,17,1032.0,4
0,scene0011_00,window,18,1015.0,4
0,scene0011_00,counter,19,317.0,3
0,scene0011_00,sink,20,806.0,3
0,scene0011_00,door,23,482.0,4
0,scene0011_00,door,24,482.0,4
1,scene0011_01,refrigerator,0,624.0,3
1,scene0011_01,refrigerator,20,622.0,4
1,scene0011_01,chair,1,243.0,2
1,scene0011_01,chair,2,221.0,2
1,scene0011_01,chair,3,268.0,3
1,scene0011_01,chair,4,226.0,2
1,scene0011_01,chair,5,248.0,3
1,scene0011_01,chair,6,235.0,3
1,scene0011_01,chair,7,229.0,3
1,scene0011_01,chair,8,217.0,2
1,scene0011_01,chair,9,251.0,2
1,scene0011_01,chair,10,265.0,2
1,scene0011_01,counter,11,314.0,2
1,scene0011_01,window,12,947.0,2
1,scene0011_01,table,13,833.0,3
1,scene0011_01,otherfurniture,14,495.0,4
1,scene0011_01,otherfurniture,16,492.0,3
1,scene0011_01,otherfurniture,17,537.0,3
1,scene0011_01,cabinet,15,209.0,3
1,scene0011_01,cabinet,18,,3
1,scene0011_01,cabinet,21,205.0,4
1,scene0011_01,sink,19,,2
1,scene0011_01,door,22,478.0,4
2,scene0015_00,chair,0,291.0,2
2,scene0015_00,chair,1,276.0,3
2,scene0015_00,chair,4,294.0,3
2,scene0015_00,chair,5,,3
2,scene0015_00,chair,6,305.0,2
2,scene0015_00,chair,7,277.0,3
2,scene0015_00,chair,8,282.0,3
2,scene0015_00,chair,9,268.0,3
2,scene0015_00,chair,10,314.0,3
2,scene0015_00,chair,11,297.0,3
2,scene0015_00,chair,12,281.0,3
2,scene0015_00,chair,13,311.0,2
2,scene0015_00,chair,14,325.0,3
2,scene0015_00,chair,15,287.0,3
2,scene0015_00,chair,16,296.0,2
2,scene0015_00,chair,17,284.0,4
2,scene0015_00,chair,18,309.0,3
2,scene0015_00,chair,19,285.0,4
2,scene0015_00,chair,20,312.0,2
2,scene0015_00,chair,28,332.0,3
2,scene0015_00,chair,29,316.0,2
2,scene0015_00,chair,30,318.0,3
2,scene0015_00,window,2,1160.0,4
2,scene0015_00,window,3,,4
2,scene0015_00,table,21,1045.0,3
2,scene0015_00,table,22,1041.0,3
2,scene0015_00,table,23,1017.0,3
2,scene0015_00,table,24,1052.0,2
2,scene0015_00,table,25,1056.0,4
2,scene0015_00,table,26,1063.0,4
2,scene0015_00,table,27,1044.0,3
3,scene0019_00,chair,0,229.0,4
3,scene0019_00,chair,1,,3
3,scene0019_00,chair,5,220.0,4
3,scene0019_00,chair,6,220.0,4
3,scene0019_00,chair,7,,4
3,scene0019_00,chair,8,,3
3,scene0019_00,chair,9,,4
3,scene0019_00,chair,11,210.0,4
3,scene0019_00,chair,12,,4
3,scene0019_00,chair,13,206.0,4
3,scene0019_00,sofa,2,670.0,4
3,scene0019_00,otherfurniture,3,430.0,3
3,scene0019_00,door,4,422.0,2
3,scene0019_00,door,10,397.0,2
4,scene0019_01,chair,0,188.0,4
4,scene0019_01,chair,1,176.0,4
4,scene0019_01,chair,2,175.0,4
4,scene0019_01,chair,3,176.0,3
4,scene0019_01,chair,4,,3
4,scene0019_01,chair,5,209.0,4
4,scene0019_01,chair,6,,3
4,scene0019_01,chair,7,202.0,4
4,scene0019_01,chair,12,,4
4,scene0019_01,chair,13,214.0,4
4,scene0019_01,sofa,8,,4
4,scene0019_01,door,9,361.0,2
4,scene0019_01,door,10,346.0,2
4,scene0019_01,otherfurniture,11,393.0,3
5,scene0025_00,sofa,0,681.0,3
5,scene0025_00,sofa,1,690.0,3
5,scene0025_00,door,2,400.0,4
5,scene0025_00,desk,3,349.0,3
5,scene0025_00,desk,4,369.0,3
5,scene0025_00,chair,5,215.0,3
5,scene0025_00,chair,6,229.0,3
5,scene0025_00,cabinet,7,147.0,4
5,scene0025_00,cabinet,8,,4
5,scene0025_00,cabinet,9,154.0,3
5,scene0025_00,cabinet,15,146.0,4
5,scene0025_00,otherfurniture,10,456.0,4
5,scene0025_00,otherfurniture,11,443.0,4
5,scene0025_00,otherfurniture,12,466.0,4
5,scene0025_00,window,13,,4
5,scene0025_00,window,14,817.0,4
6,scene0025_01,sofa,0,749.0,4
6,scene0025_01,sofa,1,793.0,4
6,scene0025_01,cabinet,2,172.0,4
6,scene0025_01,cabinet,4,163.0,4
6,scene0025_01,cabinet,13,168.0,4
6,scene0025_01,cabinet,14,179.0,4
6,scene0025_01,table,3,821.0,3
6,scene0025_01,chair,5,220.0,3
6,scene0025_01,chair,6,235.0,3
6,scene0025_01,door,7,456.0,4
6,scene0025_01,door,11,456.0,4
6,scene0025_01,desk,8,410.0,3
6,scene0025_01,window,9,902.0,4
6,scene0025_01,window,10,930.0,4
6,scene0025_01,window,12,904.0,4
7,scene0025_02,sofa,0,730.0,4
7,scene0025_02,sofa,7,738.0,4
7,scene0025_02,door,1,415.0,4
7,scene0025_02,desk,2,406.0,3
7,scene0025_02,desk,3,394.0,3
7,scene0025_02,cabinet,4,181.0,4
7,scene0025_02,cabinet,6,175.0,4
7,scene0025_02,cabinet,8,163.0,4
7,scene0025_02,cabinet,9,,4
7,scene0025_02,chair,5,209.0,3
7,scene0025_02,chair,12,242.0,3
7,scene0025_02,window,10,,4
7,scene0025_02,window,11,900.0,4
8,scene0030_00,chair,0,252.0,3
8,scene0030_00,chair,1,296.0,3
8,scene0030_00,chair,2,285.0,3
8,scene0030_00,chair,3,289.0,4
8,scene0030_00,chair,4,291.0,3
8,scene0030_00,chair,5,269.0,3
8,scene0030_00,chair,6,294.0,4
8,scene0030_00,chair,7,279.0,3
8,scene0030_00,chair,8,,3
8,scene0030_00,chair,9,263.0,3
8,scene0030_00,chair,10,250.0,2
8,scene0030_00,chair,11,253.0,4
8,scene0030_00,chair,12,261.0,3
8,scene0030_00,chair,13,273.0,3
8,scene0030_00,chair,14,272.0,3
8,scene0030_00,chair,15,,3
8,scene0030_00,chair,27,276.0,4
8,scene0030_00,bookshelf,16,155.0,4
8,scene0030_00,bookshelf,17,182.0,4
8,scene0030_00,bookshelf,18,,4
8,scene0030_00,bookshelf,19,138.0,4
8,scene0030_00,bookshelf,31,,4
8,scene0030_00,window,20,,4
8,scene0030_00,window,21,,4
8,scene0030_00,window,30,,4
8,scene0030_00,table,22,969.0,3
8,scene0030_00,table,23,,2
8,scene0030_00,table,24,917.0,4
8,scene0030_00,table,25,935.0,4
8,scene0030_00,table,26,,2
8,scene0030_00,door,28,502.0,4
8,scene0030_00,door,32,502.0,4
8,scene0030_00,otherfurniture,29,589.0,4
9,scene0030_01,bookshelf,0,179.0,4
9,scene0030_01,bookshelf,1,141.0,4
9,scene0030_01,bookshelf,2,,4
9,scene0030_01,bookshelf,18,,4
9,scene0030_01,bookshelf,19,179.0,4
9,scene0030_01,chair,3,278.0,3
9,scene0030_01,chair,4,267.0,3
9,scene0030_01,chair,5,254.0,3
9,scene0030_01,chair,6,285.0,4
9,scene0030_01,chair,7,264.0,3
9,scene0030_01,chair,13,259.0,4
9,scene0030_01,chair,14,253.0,4
9,scene0030_01,chair,15,279.0,4
9,scene0030_01,chair,23,266.0,3
9,scene0030_01,chair,24,291.0,4
9,scene0030_01,chair,25,282.0,3
9,scene0030_01,chair,26,,3
9,scene0030_01,chair,27,308.0,3
9,scene0030_01,chair,28,,3
9,scene0030_01,chair,30,,3
9,scene0030_01,chair,31,271.0,3
9,scene0030_01,door,8,500.0,4
9,scene0030_01,door,17,,4
9,scene0030_01,table,9,942.0,4
9,scene0030_01,table,10,,3
9,scene0030_01,table,11,,2
9,scene0030_01,table,12,989.0,4
9,scene0030_01,table,29,,2
9,scene0030_01,otherfurniture,16,566.0,4
9,scene0030_01,window,20,,4
9,scene0030_01,window,21,,4
9,scene0030_01,window,22,1063.0,4
10,scene0030_02,table,0,1013.0,3
10,scene0030_02,table,1,,2
10,scene0030_02,table,13,,4
10,scene0030_02,table,14,,4
10,scene0030_02,table,33,1026.0,3
10,scene0030_02,table,34,1044.0,4
10,scene0030_02,otherfurniture,2,642.0,4
10,scene0030_02,bookshelf,3,147.0,4
10,scene0030_02,bookshelf,6,,4
10,scene0030_02,bookshelf,7,,4
10,scene0030_02,bookshelf,8,,4
10,scene0030_02,bookshelf,12,,4
10,scene0030_02,bookshelf,32,,4
10,scene0030_02,door,4,537.0,4
10,scene0030_02,door,5,537.0,4
10,scene0030_02,window,9,,4
10,scene0030_02,window,10,,4
10,scene0030_02,window,11,1127.0,4
10,scene0030_02,chair,15,319.0,3
10,scene0030_02,chair,16,303.0,3
10,scene0030_02,chair,17,285.0,3
10,scene0030_02,chair,18,320.0,3
10,scene0030_02,chair,19,288.0,2
10,scene0030_02,chair,20,328.0,3
10,scene0030_02,chair,21,,3
10,scene0030_02,chair,22,304.0,3
10,scene0030_02,chair,23,316.0,3
10,scene0030_02,chair,24,311.0,3
10,scene0030_02,chair,25,271.0,4
10,scene0030_02,chair,26,295.0,3
10,scene0030_02,chair,27,302.0,3
10,scene0030_02,chair,28,294.0,3
10,scene0030_02,chair,29,280.0,4
10,scene0030_02,chair,30,329.0,2
10,scene0030_02,chair,31,315.0,4
11,scene0046_00,picture,0,,2
11,scene0046_00,chair,1,192.0,3
11,scene0046_00,bathtub,2,3.0,4
11,scene0046_00,bed,3,69.0,3
11,scene0046_00,otherfurniture,4,428.0,4
11,scene0046_00,otherfurniture,6,,3
11,scene0046_00,desk,5,375.0,3
11,scene0046_00,table,7,747.0,4
11,scene0046_00,door,8,404.0,4
11,scene0046_00,door,9,,2
11,scene0046_00,door,10,401.0,2
11,scene0046_00,toilet,11,760.0,3
11,scene0046_00,sink,12,622.0,3
11,scene0046_00,showercurtain,13,596.0,3
11,scene0046_00,curtain,14,308.0,4
12,scene0046_01,curtain,0,312.0,4
12,scene0046_01,showercurtain,1,667.0,4
12,scene0046_01,table,2,799.0,3
12,scene0046_01,toilet,3,835.0,3
12,scene0046_01,otherfurniture,4,474.0,4
12,scene0046_01,otherfurniture,10,490.0,4
12,scene0046_01,otherfurniture,13,,4
12,scene0046_01,bed,5,86.0,3
12,scene0046_01,chair,6,222.0,3
12,scene0046_01,bathtub,7,36.0,4
12,scene0046_01,sink,8,702.0,3
12,scene0046_01,door,9,455.0,4
12,scene0046_01,door,11,463.0,3
12,scene0046_01,door,12,440.0,2
13,scene0046_02,otherfurniture,0,,4
13,scene0046_02,otherfurniture,9,475.0,3
13,scene0046_02,desk,1,369.0,3
13,scene0046_02,curtain,2,295.0,4
13,scene0046_02,curtain,3,328.0,4
13,scene0046_02,sink,4,,3
13,scene0046_02,cabinet,5,171.0,4
13,scene0046_02,bed,6,48.0,3
13,scene0046_02,bathtub,7,34.0,4
13,scene0046_02,chair,8,208.0,3
13,scene0046_02,toilet,10,800.0,3
13,scene0046_02,door,11,394.0,4
13,scene0046_02,door,12,420.0,2
13,scene0046_02,door,13,,2
14,scene0050_00,otherfurniture,0,,4
14,scene0050_00,otherfurniture,1,487.0,4
14,scene0050_00,otherfurniture,8,441.0,3
14,scene0050_00,otherfurniture,9,470.0,3
14,scene0050_00,otherfurniture,11,,4
14,scene0050_00,chair,2,241.0,3
14,scene0050_00,chair,3,230.0,3
14,scene0050_00,desk,4,348.0,3
14,scene0050_00,door,5,412.0,2
14,scene0050_00,door,6,,4
14,scene0050_00,door,7,,4
14,scene0050_00,door,12,434.0,4
14,scene0050_00,door,13,422.0,4
14,scene0050_00,door,14,,4
14,scene0050_00,sofa,10,722.0,3
15,scene0050_01,sofa,0,835.0,3
15,scene0050_01,otherfurniture,1,533.0,4
15,scene0050_01,otherfurniture,7,550.0,3
15,scene0050_01,otherfurniture,8,549.0,3
15,scene0050_01,door,2,449.0,4
15,scene0050_01,door,4,448.0,4
15,scene0050_01,door,5,451.0,4
15,scene0050_01,door,10,496.0,4
15,scene0050_01,door,11,496.0,4
15,scene0050_01,door,12,451.0,4
15,scene0050_01,chair,3,266.0,3
15,scene0050_01,chair,9,231.0,3
15,scene0050_01,desk,6,397.0,3
16,scene0050_02,chair,0,251.0,3
16,scene0050_02,chair,1,286.0,3
16,scene0050_02,desk,2,457.0,3
16,scene0050_02,otherfurniture,3,528.0,3
16,scene0050_02,otherfurniture,10,,4
16,scene0050_02,otherfurniture,12,536.0,3
16,scene0050_02,otherfurniture,13,,3
16,scene0050_02,sofa,4,848.0,3
16,scene0050_02,refrigerator,5,,4
16,scene0050_02,door,6,,3
16,scene0050_02,door,7,489.0,4
16,scene0050_02,door,8,504.0,4
16,scene0050_02,door,11,481.0,4
16,scene0050_02,door,14,504.0,4
16,scene0050_02,door,15,489.0,4
16,scene0050_02,table,9,886.0,4
17,scene0063_00,chair,0,200.0,3
17,scene0063_00,chair,1,194.0,4
17,scene0063_00,chair,2,195.0,2
17,scene0063_00,chair,3,221.0,2
17,scene0063_00,cabinet,4,169.0,4
17,scene0063_00,cabinet,5,185.0,4
17,scene0063_00,cabinet,9,,4
17,scene0063_00,door,6,399.0,4
17,scene0063_00,table,7,748.0,4
17,scene0063_00,refrigerator,8,546.0,4
17,scene0063_00,counter,10,257.0,4
18,scene0064_00,bookshelf,0,,3
18,scene0064_00,bookshelf,8,72.0,4
18,scene0064_00,table,1,437.0,3
18,scene0064_00,table,2,458.0,3
18,scene0064_00,sofa,3,415.0,3
18,scene0064_00,sofa,4,417.0,3
18,scene0064_00,chair,5,137.0,2
18,scene0064_00,chair,6,141.0,3
18,scene0064_00,door,7,232.0,4
19,scene0064_01,bookshelf,0,70.0,4
19,scene0064_01,bookshelf,1,95.0,4
19,scene0064_01,table,2,510.0,4
19,scene0064_01,table,3,502.0,3
19,scene0064_01,chair,4,130.0,3
19,scene0064_01,chair,5,136.0,3
19,scene0064_01,chair,6,152.0,2
19,scene0064_01,chair,7,153.0,3
19,scene0064_01,door,8,284.0,4
20,scene0077_00,window,0,,4
20,scene0077_00,cabinet,1,152.0,3
20,scene0077_00,otherfurniture,2,479.0,4
20,scene0077_00,otherfurniture,5,462.0,4
20,scene0077_00,door,3,424.0,4
20,scene0077_00,door,4,,3
20,scene0077_00,door,6,,4
20,scene0077_00,door,9,447.0,4
20,scene0077_00,counter,7,,4
20,scene0077_00,table,8,,2
21,scene0077_01,otherfurniture,0,355.0,4
21,scene0077_01,otherfurniture,2,363.0,4
21,scene0077_01,door,1,332.0,4
21,scene0077_01,door,5,316.0,3
21,scene0077_01,door,6,,3
21,scene0077_01,counter,3,193.0,3
21,scene0077_01,table,4,560.0,3
21,scene0077_01,window,7,658.0,4
21,scene0077_01,cabinet,8,144.0,3
22,scene0081_00,sofa,0,355.0,4
22,scene0081_00,sofa,6,343.0,3
22,scene0081_00,sofa,7,338.0,4
22,scene0081_00,otherfurniture,1,226.0,3
22,scene0081_00,otherfurniture,2,229.0,3
22,scene0081_00,table,3,369.0,3
22,scene0081_00,table,4,374.0,3
22,scene0081_00,table,5,383.0,2
23,scene0081_01,chair,0,299.0,4
23,scene0081_01,chair,1,296.0,3
23,scene0081_01,chair,2,297.0,2
23,scene0081_01,chair,3,,3
23,scene0081_01,chair,4,282.0,4
23,scene0081_01,chair,5,319.0,2
23,scene0081_01,chair,6,280.0,2
23,scene0081_01,chair,7,286.0,2
23,scene0081_01,chair,8,285.0,4
23,scene0081_01,chair,9,317.0,2
23,scene0081_01,chair,10,,2
23,scene0081_01,chair,11,289.0,4
23,scene0081_01,chair,12,,3
23,scene0081_01,chair,13,339.0,4
23,scene0081_01,chair,14,,3
23,scene0081_01,chair,23,281.0,3
23,scene0081_01,chair,24,304.0,4
23,scene0081_01,chair,25,334.0,2
23,scene0081_01,chair,26,306.0,2
23,scene0081_01,chair,27,328.0,1
23,scene0081_01,chair,28,279.0,3
23,scene0081_01,chair,29,344.0,2
23,scene0081_01,chair,30,329.0,3
23,scene0081_01,chair,31,318.0,2
23,scene0081_01,chair,32,312.0,2
23,scene0081_01,chair,33,278.0,2
23,scene0081_01,table,15,1052.0,3
23,scene0081_01,table,16,1079.0,2
23,scene0081_01,table,17,,3
23,scene0081_01,table,18,1068.0,4
23,scene0081_01,table,19,1042.0,3
23,scene0081_01,table,20,1101.0,2
23,scene0081_01,table,21,1086.0,3
23,scene0081_01,table,22,1091.0,2
24,scene0081_02,table,0,937.0,2
24,scene0081_02,table,1,950.0,3
24,scene0081_02,table,2,975.0,3
24,scene0081_02,table,3,969.0,2
24,scene0081_02,table,4,959.0,2
24,scene0081_02,table,5,963.0,2
24,scene0081_02,table,32,951.0,4
24,scene0081_02,chair,6,268.0,2
24,scene0081_02,chair,7,303.0,3
24,scene0081_02,chair,8,300.0,3
24,scene0081_02,chair,9,281.0,2
24,scene0081_02,chair,10,258.0,2
24,scene0081_02,chair,11,273.0,3
24,scene0081_02,chair,12,302.0,3
24,scene0081_02,chair,13,284.0,2
24,scene0081_02,chair,14,254.0,3
24,scene0081_02,chair,15,251.0,1
24,scene0081_02,chair,16,259.0,2
24,scene0081_02,chair,17,290.0,3
24,scene0081_02,chair,18,275.0,3
24,scene0081_02,chair,19,286.0,3
24,scene0081_02,chair,20,253.0,1
24,scene0081_02,chair,21,269.0,2
24,scene0081_02,chair,22,245.0,3
24,scene0081_02,chair,23,272.0,3
24,scene0081_02,chair,24,295.0,3
24,scene0081_02,chair,25,250.0,4
24,scene0081_02,chair,26,,3
24,scene0081_02,chair,27,249.0,3
24,scene0081_02,chair,28,270.0,3
24,scene0081_02,chair,29,244.0,4
24,scene0081_02,chair,30,257.0,4
24,scene0081_02,chair,31,255.0,3
24,scene0081_02,chair,33,274.0,4
25,scene0084_00,otherfurniture,0,364.0,3
25,scene0084_00,otherfurniture,6,367.0,4
25,scene0084_00,otherfurniture,7,,3
25,scene0084_00,otherfurniture,8,369.0,3
25,scene0084_00,otherfurniture,10,375.0,4
25,scene0084_00,door,1,357.0,2
25,scene0084_00,door,4,357.0,2
25,scene0084_00,showercurtain,2,508.0,2
25,scene0084_00,toilet,3,643.0,4
25,scene0084_00,sink,5,554.0,4
25,scene0084_00,counter,9,212.0,3
25,scene0084_00,window,11,705.0,4
26,scene0084_01,counter,0,,3
26,scene0084_01,showercurtain,1,574.0,2
26,scene0084_01,showercurtain,10,,4
26,scene0084_01,toilet,2,755.0,4
