img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
0,scene0011_00,cabinet,0,167.0
0,scene0011_00,cabinet,16,182.0
0,scene0011_00,cabinet,22,165.0
0,scene0011_00,table,1,842.0
0,scene0011_00,table,14,863.0
0,scene0011_00,chair,2,231.0
0,scene0011_00,chair,3,223.0
0,scene0011_00,chair,4,234.0
0,scene0011_00,chair,5,243.0
0,scene0011_00,chair,6,230.0
0,scene0011_00,chair,7,220.0
0,scene0011_00,chair,8,
0,scene0011_00,chair,9,250.0
0,scene0011_00,chair,10,232.0
0,scene0011_00,chair,11,247.0
0,scene0011_00,chair,12,246.0
0,scene0011_00,otherfurniture,13,519.0
0,scene0011_00,otherfurniture,25,497.0
0,scene0011_00,refrigerator,15,639.0
0,scene0011_00,refrigerator,21,618.0
0,scene0011_00,window,17,953.0
0,scene0011_00,window,18,970.0
0,scene0011_00,counter,19,
0,scene0011_00,sink,20,
0,scene0011_00,door,23,433.0
0,scene0011_00,door,24,460.0
1,scene0011_01,refrigerator,0,583.0
1,scene0011_01,refrigerator,20,
1,scene0011_01,chair,1,229.0
1,scene0011_01,chair,2,232.0
1,scene0011_01,chair,3,247.0
1,scene0011_01,chair,4,245.0
1,scene0011_01,chair,5,225.0
1,scene0011_01,chair,6,236.0
1,scene0011_01,chair,7,215.0
1,scene0011_01,chair,8,237.0
1,scene0011_01,chair,9,234.0
1,scene0011_01,chair,10,203.0
1,scene0011_01,counter,11,281.0
1,scene0011_01,window,12,858.0
1,scene0011_01,table,13,792.0
1,scene0011_01,otherfurniture,14,
1,scene0011_01,otherfurniture,16,461.0
1,scene0011_01,otherfurniture,17,485.0
1,scene0011_01,cabinet,15,193.0
1,scene0011_01,cabinet,18,
1,scene0011_01,cabinet,21,150.0
1,scene0011_01,sink,19,
1,scene0011_01,door,22,422.0
2,scene0015_00,chair,0,369.0
2,scene0015_00,chair,1,347.0
2,scene0015_00,chair,4,342.0
2,scene0015_00,chair,5,
2,scene0015_00,chair,6,328.0
2,scene0015_00,chair,7,357.0
2,scene0015_00,chair,8,359.0
2,scene0015_00,chair,9,304.0
2,scene0015_00,chair,10,365.0
2,scene0015_00,chair,11,340.0
2,scene0015_00,chair,12,312.0
2,scene0015_00,chair,13,323.0
2,scene0015_00,chair,14,330.0
2,scene0015_00,chair,15,336.0
2,scene0015_00,chair,16,341.0
2,scene0015_00,chair,17,337.0
2,scene0015_00,chair,18,358.0
2,scene0015_00,chair,19,
2,scene0015_00,chair,20,362.0
2,scene0015_00,chair,28,331.0
2,scene0015_00,chair,29,327.0
2,scene0015_00,chair,30,361.0
2,scene0015_00,window,2,
2,scene0015_00,window,3,
2,scene0015_00,table,21,1174.0
2,scene0015_00,table,22,1190.0
2,scene0015_00,table,23,1209.0
2,scene0015_00,table,24,1171.0
2,scene0015_00,table,25,1184.0
2,scene0015_00,table,26,1185.0
2,scene0015_00,table,27,1175.0
3,scene0019_00,chair,0,130.0
3,scene0019_00,chair,1,
3,scene0019_00,chair,5,
3,scene0019_00,chair,6,116.0
3,scene0019_00,chair,7,
3,scene0019_00,chair,8,
3,scene0019_00,chair,9,129.0
3,scene0019_00,chair,11,
3,scene0019_00,chair,12,125.0
3,scene0019_00,chair,13,121.0
3,scene0019_00,sofa,2,418.0
3,scene0019_00,otherfurniture,3,259.0
3,scene0019_00,door,4,243.0
3,scene0019_00,door,10,240.0
4,scene0019_01,chair,0,176.0
4,scene0019_01,chair,1,
4,scene0019_01,chair,2,187.0
4,scene0019_01,chair,3,163.0
4,scene0019_01,chair,4,
4,scene0019_01,chair,5,
4,scene0019_01,chair,6,
4,scene0019_01,chair,7,175.0
4,scene0019_01,chair,12,162.0
4,scene0019_01,chair,13,192.0
4,scene0019_01,sofa,8,588.0
4,scene0019_01,door,9,349.0
4,scene0019_01,door,10,333.0
4,scene0019_01,otherfurniture,11,367.0
5,scene0025_00,sofa,0,732.0
5,scene0025_00,sofa,1,704.0
5,scene0025_00,door,2,438.0
5,scene0025_00,desk,3,397.0
5,scene0025_00,desk,4,358.0
5,scene0025_00,chair,5,222.0
5,scene0025_00,chair,6,210.0
5,scene0025_00,cabinet,7,169.0
5,scene0025_00,cabinet,8,
5,scene0025_00,cabinet,9,173.0
5,scene0025_00,cabinet,15,151.0
5,scene0025_00,otherfurniture,10,479.0
5,scene0025_00,otherfurniture,11,459.0
5,scene0025_00,otherfurniture,12,481.0
5,scene0025_00,window,13,
5,scene0025_00,window,14,850.0
6,scene0025_01,sofa,0,763.0
6,scene0025_01,sofa,1,759.0
6,scene0025_01,cabinet,2,188.0
6,scene0025_01,cabinet,4,157.0
6,scene0025_01,cabinet,13,189.0
6,scene0025_01,cabinet,14,154.0
6,scene0025_01,table,3,770.0
6,scene0025_01,chair,5,215.0
6,scene0025_01,chair,6,232.0
6,scene0025_01,door,7,446.0
6,scene0025_01,door,11,446.0
6,scene0025_01,desk,8,405.0
6,scene0025_01,window,9,
6,scene0025_01,window,10,882.0
6,scene0025_01,window,12,
7,scene0025_02,sofa,0,715.0
7,scene0025_02,sofa,7,713.0
7,scene0025_02,door,1,445.0
7,scene0025_02,desk,2,369.0
7,scene0025_02,desk,3,370.0
7,scene0025_02,cabinet,4,167.0
7,scene0025_02,cabinet,6,172.0
7,scene0025_02,cabinet,8,153.0
7,scene0025_02,cabinet,9,
7,scene0025_02,chair,5,239.0
7,scene0025_02,chair,12,233.0
7,scene0025_02,window,10,
7,scene0025_02,window,11,888.0
8,scene0030_00,chair,0,261.0
8,scene0030_00,chair,1,301.0
8,scene0030_00,chair,2,296.0
8,scene0030_00,chair,3,312.0
8,scene0030_00,chair,4,280.0
8,scene0030_00,chair,5,298.0
8,scene0030_00,chair,6,
