img_id,scan_name,classname,gt_bbox_index,pred_bbox_index,spatial_zone
0,scene0011_00,cabinet,0,167.0,3
0,scene0011_00,cabinet,16,182.0,3
0,scene0011_00,cabinet,22,165.0,4
0,scene0011_00,table,1,842.0,3
0,scene0011_00,table,14,863.0,3
0,scene0011_00,chair,2,231.0,4
0,scene0011_00,chair,3,223.0,3
0,scene0011_00,chair,4,234.0,3
0,scene0011_00,chair,5,243.0,3
0,scene0011_00,chair,6,230.0,3
0,scene0011_00,chair,7,220.0,3
0,scene0011_00,chair,8,,3
0,scene0011_00,chair,9,250.0,3
0,scene0011_00,chair,10,232.0,3
0,scene0011_00,chair,11,247.0,3
0,scene0011_00,chair,12,246.0,3
0,scene0011_00,otherfurniture,13,519.0,3
0,scene0011_00,otherfurniture,25,497.0,4
0,scene0011_00,refrigerator,15,639.0,3
0,scene0011_00,refrigerator,21,618.0,4
0,scene0011_00,window,17,953.0,4
0,scene0011_00,window,18,970.0,4
0,scene0011_00,counter,19,,3
0,scene0011_00,sink,20,,3
0,scene0011_00,door,23,433.0,4
0,scene0011_00,door,24,460.0,4
1,scene0011_01,refrigerator,0,583.0,3
1,scene0011_01,refrigerator,20,,4
1,scene0011_01,chair,1,229.0,2
1,scene0011_01,chair,2,232.0,2
1,scene0011_01,chair,3,247.0,3
1,scene0011_01,chair,4,245.0,2
1,scene0011_01,chair,5,225.0,3
1,scene0011_01,chair,6,236.0,3
1,scene0011_01,chair,7,215.0,3
1,scene0011_01,chair,8,237.0,2
1,scene0011_01,chair,9,234.0,2
1,scene0011_01,chair,10,203.0,2
1,scene0011_01,counter,11,281.0,2
1,scene0011_01,window,12,858.0,2
1,scene0011_01,table,13,792.0,3
1,scene0011_01,otherfurniture,14,,4
1,scene0011_01,otherfurniture,16,461.0,3
1,scene0011_01,otherfurniture,17,485.0,3
1,scene0011_01,cabinet,15,193.0,3
1,scene0011_01,cabinet,18,,3
1,scene0011_01,cabinet,21,150.0,4
1,scene0011_01,sink,19,,2
1,scene0011_01,door,22,422.0,4
2,scene0015_00,chair,0,369.0,2
2,scene0015_00,chair,1,347.0,3
2,scene0015_00,chair,4,342.0,3
2,scene0015_00,chair,5,,3
2,scene0015_00,chair,6,328.0,2
2,scene0015_00,chair,7,357.0,3
2,scene0015_00,chair,8,359.0,3
2,scene0015_00,chair,9,304.0,3
