img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
0,scene0011_00,cabinet,0,
0,scene0011_00,cabinet,12,
0,scene0011_00,cabinet,14,
0,scene0011_00,chair,1,
0,scene0011_00,chair,2,256.0
0,scene0011_00,chair,3,
0,scene0011_00,chair,4,
0,scene0011_00,chair,5,
0,scene0011_00,chair,6,263.0
0,scene0011_00,chair,7,
0,scene0011_00,chair,8,
0,scene0011_00,chair,9,250.0
0,scene0011_00,chair,10,
0,scene0011_00,chair,11,
0,scene0011_00,counter,13,
0,scene0011_00,door,15,
0,scene0011_00,door,16,
1,scene0011_01,chair,0,209.0
1,scene0011_01,chair,1,204.0
1,scene0011_01,chair,2,
1,scene0011_01,chair,3,
1,scene0011_01,chair,4,
1,scene0011_01,chair,5,
1,scene0011_01,chair,6,
1,scene0011_01,chair,7,228.0
1,scene0011_01,chair,8,
1,scene0011_01,chair,9,
1,scene0011_01,counter,10,
1,scene0011_01,cabinet,11,
1,scene0011_01,cabinet,12,
1,scene0011_01,cabinet,13,
1,scene0011_01,door,14,414.0
2,scene0015_00,chair,0,250.0
2,scene0015_00,chair,1,226.0
2,scene0015_00,chair,2,
2,scene0015_00,chair,3,
2,scene0015_00,chair,4,233.0
2,scene0015_00,chair,5,253.0
2,scene0015_00,chair,6,229.0
2,scene0015_00,chair,7,216.0
2,scene0015_00,chair,8,261.0
2,scene0015_00,chair,9,267.0
2,scene0015_00,chair,10,220.0
2,scene0015_00,chair,11,245.0
2,scene0015_00,chair,12,254.0
2,scene0015_00,chair,13,235.0
2,scene0015_00,chair,14,265.0
2,scene0015_00,chair,15,252.0
2,scene0015_00,chair,16,
2,scene0015_00,chair,17,
2,scene0015_00,chair,18,
2,scene0015_00,chair,19,237.0
2,scene0015_00,chair,20,247.0
2,scene0015_00,chair,21,249.0
3,scene0019_00,chair,0,
3,scene0019_00,chair,1,
3,scene0019_00,chair,3,113.0
3,scene0019_00,chair,4,113.0
3,scene0019_00,chair,5,
3,scene0019_00,chair,6,
3,scene0019_00,chair,7,
3,scene0019_00,chair,9,
3,scene0019_00,chair,10,
3,scene0019_00,chair,11,124.0
3,scene0019_00,door,2,225.0
3,scene0019_00,door,8,216.0
4,scene0019_01,chair,0,155.0
4,scene0019_01,chair,1,132.0
4,scene0019_01,chair,2,
4,scene0019_01,chair,3,132.0
4,scene0019_01,chair,4,
4,scene0019_01,chair,5,145.0
4,scene0019_01,chair,6,
4,scene0019_01,chair,7,
4,scene0019_01,chair,10,
4,scene0019_01,chair,11,159.0
4,scene0019_01,door,8,264.0
4,scene0019_01,door,9,266.0
5,scene0025_00,door,0,382.0
5,scene0025_00,desk,1,
5,scene0025_00,desk,2,
5,scene0025_00,chair,3,
5,scene0025_00,chair,4,221.0
5,scene0025_00,cabinet,5,151.0
5,scene0025_00,cabinet,6,
5,scene0025_00,cabinet,7,152.0
5,scene0025_00,cabinet,8,137.0
6,scene0025_01,cabinet,0,
6,scene0025_01,cabinet,1,140.0
6,scene0025_01,cabinet,7,141.0
6,scene0025_01,cabinet,8,159.0
6,scene0025_01,chair,2,190.0
6,scene0025_01,chair,3,218.0
6,scene0025_01,door,4,376.0
6,scene0025_01,door,6,376.0
6,scene0025_01,desk,5,
7,scene0025_02,door,0,407.0
7,scene0025_02,desk,1,
7,scene0025_02,desk,2,374.0
7,scene0025_02,cabinet,3,173.0
7,scene0025_02,cabinet,5,
7,scene0025_02,cabinet,6,156.0
7,scene0025_02,cabinet,7,
7,scene0025_02,chair,4,229.0
7,scene0025_02,chair,8,225.0
8,scene0030_00,chair,0,214.0
8,scene0030_00,chair,1,
8,scene0030_00,chair,2,
8,scene0030_00,chair,3,235.0
8,scene0030_00,chair,4,248.0
8,scene0030_00,chair,5,240.0
8,scene0030_00,chair,6,
8,scene0030_00,chair,7,
8,scene0030_00,chair,8,219.0
8,scene0030_00,chair,9,233.0
8,scene0030_00,chair,10,
8,scene0030_00,chair,11,212.0
8,scene0030_00,chair,12,216.0
8,scene0030_00,chair,13,209.0
8,scene0030_00,chair,14,252.0
8,scene0030_00,chair,15,222.0
8,scene0030_00,chair,20,
8,scene0030_00,bookshelf,16,
8,scene0030_00,bookshelf,17,
8,scene0030_00,bookshelf,18,
8,scene0030_00,bookshelf,19,
8,scene0030_00,bookshelf,22,
8,scene0030_00,door,21,435.0
8,scene0030_00,door,23,435.0
9,scene0030_01,bookshelf,0,
9,scene0030_01,bookshelf,1,
9,scene0030_01,bookshelf,2,
9,scene0030_01,bookshelf,13,
9,scene0030_01,bookshelf,14,164.0
9,scene0030_01,chair,3,255.0
9,scene0030_01,chair,4,245.0
9,scene0030_01,chair,5,253.0
9,scene0030_01,chair,6,228.0
9,scene0030_01,chair,7,237.0
9,scene0030_01,chair,9,251.0
9,scene0030_01,chair,10,
9,scene0030_01,chair,11,
9,scene0030_01,chair,15,262.0
9,scene0030_01,chair,16,
9,scene0030_01,chair,17,
9,scene0030_01,chair,18,266.0
9,scene0030_01,chair,19,259.0
9,scene0030_01,chair,20,226.0
9,scene0030_01,chair,21,
9,scene0030_01,chair,22,
9,scene0030_01,door,8,
9,scene0030_01,door,12,
10,scene0030_02,bookshelf,0,
10,scene0030_02,bookshelf,3,
10,scene0030_02,bookshelf,4,
10,scene0030_02,bookshelf,5,151.0
10,scene0030_02,bookshelf,6,
10,scene0030_02,bookshelf,24,
10,scene0030_02,door,1,425.0
10,scene0030_02,door,2,425.0
10,scene0030_02,chair,7,213.0
10,scene0030_02,chair,8,248.0
10,scene0030_02,chair,9,
10,scene0030_02,chair,10,
10,scene0030_02,chair,11,
10,scene0030_02,chair,12,
10,scene0030_02,chair,13,212.0
10,scene0030_02,chair,14,235.0
10,scene0030_02,chair,15,
10,scene0030_02,chair,16,
10,scene0030_02,chair,17,219.0
10,scene0030_02,chair,18,
10,scene0030_02,chair,19,256.0
10,scene0030_02,chair,20,249.0
10,scene0030_02,chair,21,
10,scene0030_02,chair,22,239.0
10,scene0030_02,chair,23,247.0
11,scene0046_00,chair,0,
11,scene0046_00,bathtub,1,4.0
11,scene0046_00,bed,2,45.0
11,scene0046_00,desk,3,320.0
11,scene0046_00,door,4,370.0
11,scene0046_00,door,5,
11,scene0046_00,door,6,
11,scene0046_00,curtain,7,287.0
12,scene0046_01,curtain,0,
12,scene0046_01,bed,1,63.0
12,scene0046_01,chair,2,173.0
12,scene0046_01,bathtub,3,10.0
12,scene0046_01,door,4,
12,scene0046_01,door,5,301.0
12,scene0046_01,door,6,
13,scene0046_02,desk,0,356.0
13,scene0046_02,curtain,1,298.0
13,scene0046_02,curtain,2,
13,scene0046_02,cabinet,3,181.0
13,scene0046_02,bed,4,49.0
13,scene0046_02,bathtub,5,36.0
13,scene0046_02,chair,6,
13,scene0046_02,door,7,
13,scene0046_02,door,8,
13,scene0046_02,door,9,
14,scene0050_00,chair,0,192.0
14,scene0050_00,chair,1,213.0
14,scene0050_00,desk,2,326.0
14,scene0050_00,door,3,
14,scene0050_00,door,4,
14,scene0050_00,door,5,
14,scene0050_00,door,6,354.0
14,scene0050_00,door,7,
14,scene0050_00,door,8,
15,scene0050_01,door,0,
15,scene0050_01,door,2,388.0
15,scene0050_01,door,3,
15,scene0050_01,door,6,
15,scene0050_01,door,7,
15,scene0050_01,door,8,
15,scene0050_01,chair,1,
15,scene0050_01,chair,5,195.0
15,scene0050_01,desk,4,343.0
16,scene0050_02,chair,0,
16,scene0050_02,chair,1,188.0
16,scene0050_02,desk,2,359.0
16,scene0050_02,door,3,
16,scene0050_02,door,4,
16,scene0050_02,door,5,
16,scene0050_02,door,6,
16,scene0050_02,door,7,375.0
16,scene0050_02,door,8,
17,scene0063_00,chair,0,148.0
17,scene0063_00,chair,1,140.0
17,scene0063_00,chair,2,172.0
17,scene0063_00,chair,3,142.0
17,scene0063_00,cabinet,4,121.0
17,scene0063_00,cabinet,5,135.0
17,scene0063_00,cabinet,7,
17,scene0063_00,door,6,
17,scene0063_00,counter,8,
18,scene0064_00,bookshelf,0,
18,scene0064_00,bookshelf,4,53.0
18,scene0064_00,chair,1,122.0
18,scene0064_00,chair,2,
18,scene0064_00,door,3,
19,scene0064_01,bookshelf,0,
19,scene0064_01,bookshelf,1,73.0
19,scene0064_01,chair,2,
19,scene0064_01,chair,3,115.0
19,scene0064_01,chair,4,
19,scene0064_01,chair,5,113.0
19,scene0064_01,door,6,
20,scene0077_00,cabinet,0,
20,scene0077_00,door,1,278.0
20,scene0077_00,door,2,
20,scene0077_00,door,3,
20,scene0077_00,door,5,
20,scene0077_00,counter,4,
21,scene0077_01,door,0,
21,scene0077_01,door,2,
21,scene0077_01,door,3,
21,scene0077_01,counter,1,140.0
21,scene0077_01,cabinet,4,
23,scene0081_01,chair,0,262.0
23,scene0081_01,chair,1,278.0
23,scene0081_01,chair,2,276.0
23,scene0081_01,chair,3,301.0
23,scene0081_01,chair,4,
23,scene0081_01,chair,5,283.0
23,scene0081_01,chair,6,307.0
23,scene0081_01,chair,7,
23,scene0081_01,chair,8,263.0
23,scene0081_01,chair,9,296.0
23,scene0081_01,chair,10,
23,scene0081_01,chair,11,
23,scene0081_01,chair,12,290.0
23,scene0081_01,chair,13,273.0
23,scene0081_01,chair,14,277.0
23,scene0081_01,chair,15,267.0
23,scene0081_01,chair,16,268.0
23,scene0081_01,chair,17,313.0
23,scene0081_01,chair,18,274.0
23,scene0081_01,chair,19,284.0
23,scene0081_01,chair,20,294.0
23,scene0081_01,chair,21,282.0
23,scene0081_01,chair,22,
23,scene0081_01,chair,23,286.0
23,scene0081_01,chair,24,293.0
23,scene0081_01,chair,25,261.0
24,scene0081_02,chair,0,313.0
24,scene0081_02,chair,1,317.0
24,scene0081_02,chair,2,275.0
24,scene0081_02,chair,3,312.0
24,scene0081_02,chair,4,272.0
24,scene0081_02,chair,5,277.0
24,scene0081_02,chair,6,300.0
24,scene0081_02,chair,7,
24,scene0081_02,chair,8,269.0
24,scene0081_02,chair,9,263.0
24,scene0081_02,chair,10,285.0
24,scene0081_02,chair,11,315.0
24,scene0081_02,chair,12,268.0
24,scene0081_02,chair,13,
24,scene0081_02,chair,14,265.0
24,scene0081_02,chair,15,298.0
24,scene0081_02,chair,16,
24,scene0081_02,chair,17,278.0
24,scene0081_02,chair,18,
24,scene0081_02,chair,19,260.0
24,scene0081_02,chair,20,258.0
24,scene0081_02,chair,21,261.0
24,scene0081_02,chair,22,302.0
24,scene0081_02,chair,23,256.0
24,scene0081_02,chair,24,267.0
24,scene0081_02,chair,25,
24,scene0081_02,chair,26,
25,scene0084_00,door,0,
25,scene0084_00,door,1,
25,scene0084_00,counter,2,
26,scene0084_01,counter,0,
26,scene0084_01,door,1,275.0
26,scene0084_01,door,2,275.0
27,scene0084_02,counter,0,
27,scene0084_02,door,1,
27,scene0084_02,door,2,
28,scene0086_00,door,0,
28,scene0086_00,door,1,
28,scene0086_00,door,2,
28,scene0086_00,door,3,
28,scene0086_00,door,4,
28,scene0086_00,door,5,
29,scene0086_01,door,0,
29,scene0086_01,door,1,
29,scene0086_01,door,2,293.0
29,scene0086_01,door,3,
29,scene0086_01,door,4,
29,scene0086_01,door,5,
30,scene0086_02,door,0,
30,scene0086_02,door,1,
30,scene0086_02,door,2,
30,scene0086_02,door,3,
30,scene0086_02,door,4,
30,scene0086_02,door,5,
31,scene0088_00,chair,0,
31,scene0088_00,chair,1,289.0
31,scene0088_00,chair,2,
31,scene0088_00,chair,3,300.0
31,scene0088_00,chair,4,254.0
31,scene0088_00,chair,5,
31,scene0088_00,chair,6,298.0
31,scene0088_00,chair,7,
31,scene0088_00,chair,8,268.0
31,scene0088_00,chair,9,263.0
31,scene0088_00,chair,10,264.0
31,scene0088_00,chair,11,271.0
31,scene0088_00,chair,12,295.0
31,scene0088_00,chair,13,280.0
31,scene0088_00,chair,14,287.0
31,scene0088_00,chair,15,252.0
31,scene0088_00,chair,16,279.0
31,scene0088_00,chair,17,
31,scene0088_00,chair,18,
31,scene0088_00,chair,19,292.0
31,scene0088_00,chair,20,
31,scene0088_00,chair,21,265.0
31,scene0088_00,chair,22,
31,scene0088_00,chair,23,
31,scene0088_00,chair,24,
31,scene0088_00,door,25,
31,scene0088_00,door,26,
32,scene0088_01,chair,0,
32,scene0088_01,chair,1,
32,scene0088_01,chair,2,
32,scene0088_01,chair,3,230.0
32,scene0088_01,chair,4,244.0
32,scene0088_01,chair,5,229.0
32,scene0088_01,chair,6,
32,scene0088_01,chair,7,218.0
32,scene0088_01,chair,8,
32,scene0088_01,chair,9,
32,scene0088_01,chair,11,231.0
