img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
0,scene0011_00,cabinet,0,
0,scene0011_00,cabinet,16,
0,scene0011_00,cabinet,22,
0,scene0011_00,table,1,
0,scene0011_00,table,14,825.0
0,scene0011_00,chair,2,212.0
0,scene0011_00,chair,3,222.0
0,scene0011_00,chair,4,
0,scene0011_00,chair,5,
0,scene0011_00,chair,6,
0,scene0011_00,chair,7,
0,scene0011_00,chair,8,
0,scene0011_00,chair,9,
0,scene0011_00,chair,10,
0,scene0011_00,chair,11,
0,scene0011_00,chair,12,
0,scene0011_00,otherfurniture,13,
0,scene0011_00,otherfurniture,25,
0,scene0011_00,refrigerator,15,
0,scene0011_00,refrigerator,21,
0,scene0011_00,window,17,
0,scene0011_00,window,18,
0,scene0011_00,counter,19,
0,scene0011_00,sink,20,
0,scene0011_00,door,23,
0,scene0011_00,door,24,
1,scene0011_01,refrigerator,0,
1,scene0011_01,refrigerator,20,
1,scene0011_01,chair,1,
1,scene0011_01,chair,2,
1,scene0011_01,chair,3,
1,scene0011_01,chair,4,
1,scene0011_01,chair,5,
1,scene0011_01,chair,6,
1,scene0011_01,chair,7,
1,scene0011_01,chair,8,
1,scene0011_01,chair,9,
1,scene0011_01,chair,10,
1,scene0011_01,counter,11,
1,scene0011_01,window,12,
1,scene0011_01,table,13,
1,scene0011_01,otherfurniture,14,
1,scene0011_01,otherfurniture,16,388.0
1,scene0011_01,otherfurniture,17,
1,scene0011_01,cabinet,15,
1,scene0011_01,cabinet,18,
1,scene0011_01,cabinet,21,
1,scene0011_01,sink,19,
1,scene0011_01,door,22,
2,scene0015_00,chair,0,
2,scene0015_00,chair,1,
2,scene0015_00,chair,4,246.0
2,scene0015_00,chair,5,
2,scene0015_00,chair,6,228.0
2,scene0015_00,chair,7,252.0
2,scene0015_00,chair,8,262.0
2,scene0015_00,chair,9,
2,scene0015_00,chair,10,
2,scene0015_00,chair,11,
2,scene0015_00,chair,12,
2,scene0015_00,chair,13,
2,scene0015_00,chair,14,
2,scene0015_00,chair,15,225.0
2,scene0015_00,chair,16,
2,scene0015_00,chair,17,222.0
2,scene0015_00,chair,18,
2,scene0015_00,chair,19,
2,scene0015_00,chair,20,
2,scene0015_00,chair,28,233.0
2,scene0015_00,chair,29,
2,scene0015_00,chair,30,247.0
2,scene0015_00,window,2,
2,scene0015_00,window,3,
2,scene0015_00,table,21,
2,scene0015_00,table,22,
2,scene0015_00,table,23,
2,scene0015_00,table,24,
2,scene0015_00,table,25,
2,scene0015_00,table,26,815.0
2,scene0015_00,table,27,
3,scene0019_00,chair,0,156.0
3,scene0019_00,chair,1,
3,scene0019_00,chair,5,
3,scene0019_00,chair,6,
3,scene0019_00,chair,7,
3,scene0019_00,chair,8,
3,scene0019_00,chair,9,
3,scene0019_00,chair,11,
3,scene0019_00,chair,12,
3,scene0019_00,chair,13,
3,scene0019_00,sofa,2,479.0
3,scene0019_00,otherfurniture,3,296.0
3,scene0019_00,door,4,267.0
3,scene0019_00,door,10,
4,scene0019_01,chair,0,141.0
4,scene0019_01,chair,1,120.0
4,scene0019_01,chair,2,
4,scene0019_01,chair,3,120.0
