------------ Options -------------
ap_iou_threshold: 0.25
batch_size: 8
bn_decay_rate: 0.5
bn_decay_step: 20
cluster_sampling: vote_fps
conf_thresh: 0.05
consistency_ramp_len: 30
consistency_weight: 10.0
dataset: scannet
distillation_ramp_len: 30
distillation_weight: 1.0
ema_decay: 0.999
faster_eval: False
ft_layers: all
log_dir: /home/peisheng/SDCoT/log_scannet/log_basetrain_20240809-17:40
lr: 0.001
lr_decay_rate: 0.1
lr_decay_steps: [80, 120]
method: basetrain
model_checkpoint_path: None
model_name: None
n_epochs: 150
n_novel_class: 5
nms_iou: 0.25
no_height: False
num_input_channel: 1
num_point: 40000
num_target: 128
pc_augm: True
per_class_proposal: False
phase: train
pseudo_cls_conf_thresh: 0.9
pseudo_obj_conf_thresh: 0.95
use_3d_nms: False
use_cls_nms: False
use_color: False
use_old_type_nms: False
vote_factor: 1
-------------- End ----------------


**** EPOCH 000 ****
Current BN decay momentum: 0.500000
2024-08-09 17:40:02.253559
 ---- batch: 020 ----
train mean box_loss: 0.679210
train mean center_loss: 0.433038
train mean detection_loss: 1.355128
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.053475
train mean neg_ratio: 0.808252
train mean obj_acc: 0.917810
train mean objectness_loss: 0.103507
train mean pos_ratio: 0.030127
train mean sem_cls_loss: 3.120821
train mean size_reg_loss: 0.192698
train mean supervised_loss: 26.436967
train mean vote_loss: 1.288569
 ---- batch: 040 ----
train mean box_loss: 0.452847
train mean center_loss: 0.261865
train mean detection_loss: 1.009914
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.015441
train mean neg_ratio: 0.766992
train mean obj_acc: 0.950773
train mean objectness_loss: 0.095000
train mean pos_ratio: 0.039502
train mean sem_cls_loss: 2.547834
train mean size_reg_loss: 0.175540
train mean supervised_loss: 20.791751
train mean vote_loss: 1.069261
 ---- batch: 060 ----
train mean box_loss: 0.327787
train mean center_loss: 0.181833
train mean detection_loss: 0.848861
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.007099
train mean neg_ratio: 0.698242
train mean obj_acc: 0.896772
train mean objectness_loss: 0.113352
train mean pos_ratio: 0.054346
train mean sem_cls_loss: 2.321991
train mean size_reg_loss: 0.138855
train mean supervised_loss: 17.200243
train mean vote_loss: 0.871164
 ---- batch: 080 ----
train mean box_loss: 0.309845
train mean center_loss: 0.168614
train mean detection_loss: 0.797131
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.003988
train mean neg_ratio: 0.644287
train mean obj_acc: 0.836679
train mean objectness_loss: 0.137468
train mean pos_ratio: 0.075342
train mean sem_cls_loss: 2.092761
train mean size_reg_loss: 0.137243
train mean supervised_loss: 16.053651
train mean vote_loss: 0.808234
 ---- batch: 100 ----
train mean box_loss: 0.275271
train mean center_loss: 0.151258
train mean detection_loss: 0.722129
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.003401
train mean neg_ratio: 0.637354
train mean obj_acc: 0.803814
train mean objectness_loss: 0.135876
train mean pos_ratio: 0.076025
train mean sem_cls_loss: 1.894603
train mean size_reg_loss: 0.120611
train mean supervised_loss: 15.097520
train mean vote_loss: 0.787623
 ---- batch: 120 ----
train mean box_loss: 0.268187
train mean center_loss: 0.141835
train mean detection_loss: 0.706392
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.002659
train mean neg_ratio: 0.616016
train mean obj_acc: 0.813466
train mean objectness_loss: 0.142125
train mean pos_ratio: 0.088818
train mean sem_cls_loss: 1.835714
train mean size_reg_loss: 0.123693
train mean supervised_loss: 14.941829
train mean vote_loss: 0.787791
 ---- batch: 140 ----
train mean box_loss: 0.248621
train mean center_loss: 0.136717
train mean detection_loss: 0.686173
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.002267
train mean neg_ratio: 0.589453
train mean obj_acc: 0.792910
train mean objectness_loss: 0.148763
train mean pos_ratio: 0.096826
