------------ Options -------------
ap_iou_threshold: 0.25
batch_size: 8
bn_decay_rate: 0.5
bn_decay_step: 20
cluster_sampling: vote_fps
conf_thresh: 0.05
consistency_ramp_len: 30
consistency_weight: 10.0
dataset: scannet
distillation_ramp_len: 30
distillation_weight: 1.0
ema_decay: 0.999
faster_eval: False
ft_layers: all
log_dir: /home/peisheng/SDCoT/log_scannet/log_basetrain_20240809-17:47
lr: 0.001
lr_decay_rate: 0.1
lr_decay_steps: [80, 120]
method: basetrain
model_checkpoint_path: None
model_name: None
n_epochs: 150
n_novel_class: 5
nms_iou: 0.25
no_height: False
num_input_channel: 1
num_point: 40000
num_target: 128
pc_augm: True
per_class_proposal: False
phase: train
pseudo_cls_conf_thresh: 0.9
pseudo_obj_conf_thresh: 0.95
use_3d_nms: False
use_cls_nms: False
use_color: False
use_old_type_nms: False
vote_factor: 1
-------------- End ----------------


**** EPOCH 000 ****
Current BN decay momentum: 0.500000
2024-08-09 17:47:32.318502
 ---- batch: 020 ----
train mean box_loss: 0.720623
train mean center_loss: 0.484480
train mean detection_loss: 1.355288
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.032123
train mean neg_ratio: 0.829297
train mean obj_acc: 0.900810
train mean objectness_loss: 0.096655
train mean pos_ratio: 0.027002
train mean sem_cls_loss: 2.931690
train mean size_reg_loss: 0.204019
train mean supervised_loss: 26.592481
train mean vote_loss: 1.303960
 ---- batch: 040 ----
train mean box_loss: 0.524325
train mean center_loss: 0.338186
train mean detection_loss: 1.091885
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.014837
train mean neg_ratio: 0.827734
train mean obj_acc: 0.968702
train mean objectness_loss: 0.071146
train mean pos_ratio: 0.026514
train mean sem_cls_loss: 2.659937
train mean size_reg_loss: 0.171302
train mean supervised_loss: 23.424153
train mean vote_loss: 1.250530
 ---- batch: 060 ----
train mean box_loss: 0.403844
train mean center_loss: 0.247837
train mean detection_loss: 0.924242
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.007956
train mean neg_ratio: 0.769678
train mean obj_acc: 0.949200
train mean objectness_loss: 0.086675
train mean pos_ratio: 0.038135
train mean sem_cls_loss: 2.385302
train mean size_reg_loss: 0.148050
train mean supervised_loss: 19.138394
train mean vote_loss: 0.989597
 ---- batch: 080 ----
train mean box_loss: 0.328057
train mean center_loss: 0.187898
train mean detection_loss: 0.807830
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.004536
train mean neg_ratio: 0.715430
train mean obj_acc: 0.900792
train mean objectness_loss: 0.104938
train mean pos_ratio: 0.054443
train mean sem_cls_loss: 2.136516
train mean size_reg_loss: 0.135623
train mean supervised_loss: 16.975084
train mean vote_loss: 0.889679
 ---- batch: 100 ----
train mean box_loss: 0.290218
train mean center_loss: 0.166804
train mean detection_loss: 0.768119
train mean heading_cls_loss: 0.000000
train mean heading_reg_loss: 0.003070
train mean neg_ratio: 0.694727
train mean obj_acc: 0.854563
train mean objectness_loss: 0.109064
train mean pos_ratio: 0.061182
train mean sem_cls_loss: 2.116844
train mean size_reg_loss: 0.120344
train mean supervised_loss: 15.820095
train mean vote_loss: 0.813891
 ---- batch: 120 ----
train mean box_loss: 0.287603
train mean center_loss: 0.158635
train mean detection_loss: 0.746652
